,name,keyname,keymode,tempo,label
46,Q3_wS0RzrBL9UI_0,f,2,121.188517190684,Q3
47,Q3_uj3Gif77SYM_3,a#,2,121.50273936864099,Q3
48,Q2_61EA0xRX8gE_4,c#,2,121.86921953594,Q2
49,Q3_UuLTvhERcnk_0,a,1,121.20495789969101,Q3
50,Q1_HY9vPoHbgaI_2,A#,2,121.90807453416201,Q1
51,Q1_94ROf10d1iA_1,F#,2,121.89077181896499,Q1
52,Q4_kMHiU0fhWVw_1,f#,1,122.025049439684,Q4
53,Q3_wfXSdMsd4q8_1,A,1,121.91768279995001,Q3
54,Q4_I2MrA-o5H8I_2,G,1,121.507804064003,Q4
55,Q2_wfXSdMsd4q8_5,A,1,121.466721838495,Q2
56,Q3_Ie5koh4qvJc_15,a,1,121.098241098241,Q3
57,Q3_FUAK5TBaNY8_3,f,2,121.824589190259,Q3
58,Q3_FOcdHIhI0_s_1,a,1,120.752928873711,Q3
59,Q1_jziI_cuN_H8_0,d,1,122.39103362391,Q1
60,Q1_r6laJv1-HMg_0,F#,2,121.58666758487699,Q1
61,Q1_3N2G21U7guk_5,G#,2,122.213894494091,Q1
62,Q3_nBIls0laAAU_0,a,1,121.545634454768,Q3
63,Q4_sA9ac1rod84_1,G,1,121.94323788639099,Q4
64,Q1_TNoaOTrTkTQ_0,D#,2,121.621849922568,Q1
65,Q3_ilCcZpD39HU_1,F,1,121.82618000237801,Q3
66,Q4_mGYKWCVnMwQ_0,D#,2,121.239242685026,Q4
67,Q1_yFw_kO7DF-Y_2,G,1,121.296822671882,Q1
68,Q4_Tc684nD8CEA_3,D#,2,121.975562700965,Q4
69,Q3_BzqX-9TA-GY_0,C,1,122.404759419685,Q3
70,Q1_2Z9SjI131jA_9,F,1,121.66708874498,Q1
71,Q4_9eMxCs-LXCE_2,C,1,121.54496077248001,Q4
72,Q3_NTI9ode6bRk_1,B,1,121.50795209110599,Q3
73,Q2_QmK_SND2jAw_0,c,2,121.617863914051,Q2
74,Q4_MT2_mXn-vGU_2,E,1,121.641142531519,Q4
75,Q3_D3onzY4MNxE_1,E,1,121.637875879719,Q3
76,Q3_wqc8iqbDsGM_1,c,2,121.95006347862899,Q3
77,Q4_Gcbk0GPT3-g_0,D,1,121.46737572843399,Q4
78,Q2_2uLw9Zs60A4_0,g#,2,121.87782713232001,Q2
79,Q3_P-We4q3goKU_0,e,1,121.622992392223,Q3
80,Q2_D5kyjnlDNZs_2,c,2,122.106417992321,Q2
81,Q4_7yW9c7t8Hq0_0,F,1,122.50081406707899,Q4
82,Q2_Q5b5unyP8BM_0,f#,1,121.673688798489,Q2
83,Q4_rW1I58_lMEg_2,c,2,122.012754433476,Q4
84,Q4_k6aLLVX1D7Y_0,C,1,121.534618843041,Q4
85,Q1_2Z9SjI131jA_12,C,1,122.003739618211,Q1
86,Q1_GbUV3TXUzeQ_2,D,1,121.92948664266001,Q1
87,Q3_TonQX8XbvX8_1,e,1,121.585248383102,Q3
88,Q4_KxlqB3j0zys_3,D,1,121.325737959606,Q4
89,Q2_9v2WSpn4FCw_1,F,2,121.930214049345,Q2
90,Q3_0lEL_XHyhuU_3,b,1,122.18533624205601,Q3
91,Q4_Y1F0c3zgMJo_0,f#,1,121.18518518518499,Q4
92,Q3_wlOa1jkTn_U_0,f,1,121.27811832579799,Q3
93,Q2_qlbazHayULg_2,d,1,121.662637560888,Q2
94,Q2_yrvKReuwVlY_2,C#,2,121.42530157748199,Q2
95,Q2_x5ibvz38jOs_0,f,2,122.10142283838002,Q2
96,Q4_I2MrA-o5H8I_0,G,1,121.643249411597,Q4
97,Q4_jCLgDtk695I_2,d#,2,122.229210004354,Q4
98,Q2_qlbazHayULg_5,e,1,121.534772182254,Q2
99,Q3_fnqb8zqHqdY_0,A,1,121.228636181842,Q3
100,Q3_16OaOpfOPZ0_0,F,1,121.288446482496,Q3
101,Q2_WQrPcuy50aA_0,g,1,121.459937268321,Q2
102,Q2_DYBBfpEx-JI_0,A,1,121.222086670556,Q2
103,Q2_Uu-oRTRT6uQ_0,A,1,121.86929536327101,Q2
104,Q1_vv6nrZ2myXw_0,G#,2,121.878899082569,Q1
105,Q1_Wy2-my19YnY_0,F,1,122.214000864844,Q1
106,Q2_16OaOpfOPZ0_2,f,1,121.18066053447399,Q2
107,Q3_D8Ed5PZXfF4_0,a,1,121.34662029866399,Q3
108,Q3_yZGBxiNPu3k_1,g,2,121.941600303375,Q3
109,Q1_7yW9c7t8Hq0_3,g,1,121.517986559494,Q1
110,Q2_JMt4m608s3k_0,d,1,121.86906789973301,Q2
111,Q2_DYBBfpEx-JI_2,b,1,121.670594206577,Q2
112,Q2_z5ewpQwGDNw_2,e,1,121.66251758848401,Q2
113,Q4_j8Ir-ssM-AA_1,A#,2,122.003739618211,Q4
114,Q1_TNoaOTrTkTQ_1,G,1,121.952542372881,Q1
115,Q3_0c2dTJTDUR4_0,b,1,122.01029578570801,Q3
116,Q4_JT1XJnVmABo_1,B,2,121.623564230851,Q4
117,Q4_NP0lwB-_-og_0,C,1,121.772648586267,Q4
118,Q2_yhIncZ_Ue4E_1,a#,2,122.08261773479201,Q2
119,Q4_aQ4PIaRMLwE_0,a,1,121.625683542071,Q4
120,Q2_f2BXXa7lPuE_0,d,1,121.77237586061001,Q2
121,Q3_qlbazHayULg_3,e,1,121.55324097482,Q3
122,Q2_78C_TpQDvVE_0,G#,2,123.00019532521699,Q2
123,Q4_a5QCcwEjxAk_1,a,1,121.852611265227,Q4
124,Q2_ZTrEoB8T9YA_0,f,2,121.768295022833,Q2
125,Q1_UYh88SRZC24_1,f#,1,122.05659198429,Q1
126,Q3_VrWAZLRdQO8_1,e,1,121.527446300716,Q3
127,Q4_UaYYMRkHMYc_2,G#,2,121.89349112426001,Q4
128,Q4_jCLgDtk695I_1,B,2,122.159224028865,Q4
129,Q2_snfsc7pEzlk_0,e,1,123.16049382716001,Q2
130,Q3_IH2KrGjKXw0_2,G#,2,122.00557103064101,Q3
131,Q4_hoPp_GLXQis_0,a,1,121.259911412479,Q4
132,Q4_TOXg4-ZGb-g_2,C,1,121.643425229145,Q4
133,Q4_2Z9SjI131jA_6,G,1,121.44737255394699,Q4
134,Q1_Jn9r0avp0fY_1,C#,2,121.929082764684,Q1
135,Q1_7yW9c7t8Hq0_2,g,1,123.025806027973,Q1
136,Q2_Ie5koh4qvJc_30,b,1,121.080827508561,Q2
137,Q2_miqLU2739dk_0,c,2,122.08742921857299,Q2
138,Q2_0J7lX-Tcx-w_1,d,1,121.821559868759,Q2
139,Q4_Dw7M69CidJ8_1,c,2,121.512555391433,Q4
140,Q4_--2B4d4lQhs_3,F,1,122.235916347227,Q4
141,Q2_bfopzItCYrE_1,C,1,121.953618518676,Q2
142,Q3_77z6Ep3aOmg_0,f#,1,121.47583512154499,Q3
143,Q2_0J7lX-Tcx-w_2,c#,1,122.57343907070299,Q2
144,Q4_J6X3rVU1H-c_0,E,1,123.346891342243,Q4
145,Q1_e838BE_MH6s_1,D#,2,123.34737759697799,Q1
146,Q4_Tc684nD8CEA_2,D#,2,122.006881233396,Q4
147,Q2_aYe-2Glruu4_2,F,2,122.149454240135,Q2
148,Q1_JT1XJnVmABo_2,G#,2,121.732395954735,Q1
149,Q2_AWNbcxXDmt0_0,E,1,122.008543283062,Q2
150,Q2_Ie5koh4qvJc_10,g,2,121.675331757862,Q2
151,Q1_6kRPHamGDSo_1,D,2,123.21294101241101,Q1
152,Q4_iHPKusssXzk_1,D#,2,121.891936278535,Q4
153,Q2_8TYY0qG-KOw_1,F#,2,122.31522885997101,Q2
154,Q1_s5b8viFsVJE_1,A,1,121.464251668256,Q1
155,Q3_uj3Gif77SYM_5,a#,2,122.013458009263,Q3
156,Q3_OO7zYVeK814_1,A,1,121.68046387805,Q3
157,Q1__kJtgm1OUNA_0,a#,2,121.95910037838499,Q1
158,Q3_yZGBxiNPu3k_2,c,2,121.80528893241899,Q3
159,Q4_cXxGBDgFCs8_1,G#,2,122.15206426303001,Q4
160,Q4_XC_SiJszQx0_0,F,1,121.122697592827,Q4
161,Q4_5DqIntcmdRI_0,G#,2,121.120159467146,Q4
162,Q4_-_FjI4bT2Wo_0,E,1,121.292131680781,Q4
163,Q4_prUUays30Mg_0,G,1,121.45353605450799,Q4
164,Q4_TOXg4-ZGb-g_1,a,1,121.838566811635,Q4
165,Q2_9v2WSpn4FCw_4,g,2,121.10921214163601,Q2
166,Q4_9v2WSpn4FCw_9,f,2,121.70919881305599,Q4
167,Q3_wS0RzrBL9UI_2,f,2,121.112076455256,Q3
168,Q1_aYe-2Glruu4_3,D#,2,122.01090988435499,Q1
169,Q3_Oku8sIpTMAE_1,d,1,121.769789146215,Q3
170,Q3_vVTP0DOL_2Q_3,c#,1,121.622021190468,Q3
171,Q3_x4B0raxVODA_1,D#,2,121.600611344611,Q3
172,Q2_OCqMDeD6Fmc_0,c,2,121.77442335091801,Q2
173,Q2_jrVXitpLGMk_2,f#,1,122.254403131116,Q2
174,Q4_jNzZCplNNyY_0,G#,2,121.408614312353,Q4
175,Q1_bIx4DwkZxFY_0,E,1,122.08582292232501,Q1
176,Q1_qlbazHayULg_8,C,1,121.710023379226,Q1
177,Q4_VCSDjQxAJzc_2,G,1,122.208906572072,Q4
178,Q4_Cir1kZyB7QM_1,E,1,122.44560025475,Q4
179,Q1_Ie5koh4qvJc_12,G,1,120.9909251215,Q1
180,Q2_WBxql6cuU7c_0,B,1,121.400182315406,Q2
181,Q1_pNwQ9Tu_bCs_1,f#,1,121.81274586939399,Q1
182,Q1_2Z9SjI131jA_1,C,1,121.966289737572,Q1
183,Q3_X1p8xcarVu0_3,d#,2,122.209224278454,Q3
184,Q3_7JIdJLkJ0S4_2,d#,2,121.473145780051,Q3
185,Q2_REq37pDAm3A_2,D#,2,122.43256084041599,Q2
186,Q1_WpZ1rWHOCAQ_1,d,1,123.976870630879,Q1
187,Q1_1Qc15G0ZHIg_2,A,1,121.624938289019,Q1
188,Q2_JMt4m608s3k_2,d,1,121.888369805754,Q2
189,Q2_kKFwiXKlhC8_1,g,2,121.538923955516,Q2
190,Q4_ltNK_MY1HkM_1,E,1,121.846523742737,Q4
191,Q2_z5ewpQwGDNw_0,e,1,122.84655300222401,Q2
192,Q1_sZe3IB1OVfw_0,F#,2,121.943975700304,Q1
193,Q2_9v2WSpn4FCw_7,g,2,121.869902203465,Q2
194,Q4_6kRPHamGDSo_2,g,1,123.33937241829099,Q4
195,Q1_94ROf10d1iA_0,C#,2,121.57516920763001,Q1
196,Q2_l-4Kce3YxxQ_3,f,2,121.88891166222601,Q2
197,Q4_-_FjI4bT2Wo_2,E,1,122.30653719091002,Q4
198,Q3_4Er-eFHSHA4_0,c,2,121.824661439772,Q3
199,Q3_g-yM0Lsp4lc_1,G,1,122.84831252318001,Q3
200,Q2_gvWDOIiocuE_1,g,2,121.18026740433399,Q2
201,Q4_u_7b9CwyM8Q_0,F,1,121.473993986309,Q4
202,Q4_nGkpcWNAxDU_2,f,2,122.999414176919,Q4
203,Q1_doM_LWo-74A_1,A,1,121.637410276455,Q1
204,Q4_rDhbGjFlKF8_1,a,1,121.95801818645398,Q4
205,Q1_8rupdevqfuI_0,C#,2,121.63207480342899,Q1
206,Q4_12tDlCQVRtA_2,E,1,121.420599932176,Q4
207,Q3_tfuul78deOs_1,G,1,121.589568457001,Q3
208,Q1_bQS8eAXAhyE_0,G,1,121.539489509555,Q1
209,Q4_KxlqB3j0zys_2,D,1,121.724292770543,Q4
210,Q3_f0NbGeyJYms_0,A,1,121.227817745803,Q3
211,Q4_lTxVVdhFE6Q_0,A,1,121.368171021378,Q4
212,Q1_Wy2-my19YnY_1,D,1,122.249670458429,Q1
213,Q2_3ZnxqCZ7qGg_2,a,1,122.047726969737,Q2
214,Q4_1vjy9oMFa8c_1,D#,2,122.63494967978001,Q4
215,Q1_o5AIp2Yc01M_1,F,1,121.661977926856,Q1
216,Q3_0vLPYiPN7qY_3,c,2,121.28657583203001,Q3
217,Q2_x5ibvz38jOs_1,f,2,122.069708947179,Q2
218,Q3_ilCcZpD39HU_3,d,1,121.837540375643,Q3
219,Q2_P-We4q3goKU_6,c,2,121.127173992808,Q2
220,Q3_bbU31JLtlug_1,e,1,121.44737255394699,Q3
221,Q4__BK2o77sTc0_2,f#,1,121.284674788815,Q4
222,Q3_FH28sPhm9Dc_0,G#,2,121.580951727451,Q3
223,Q3_wlOa1jkTn_U_1,f,1,121.50879146065901,Q3
224,Q4_NzJjMGJg1wE_0,F#,2,121.218467396478,Q4
225,Q4_V3Y9L4UOcpk_0,E,1,121.25432125649901,Q4
226,Q2_qlbazHayULg_12,b,1,121.94973343488199,Q2
227,Q2_ItGNJM6skM4_1,f,2,121.367846117312,Q2
228,Q4_Dw7M69CidJ8_2,f,2,121.54739917391399,Q4
229,Q1_VXgRfsVd_o0_2,g,2,122.062114024881,Q1
230,Q4_7gifuoofgpk_0,D#,2,121.36468637090599,Q4
231,Q2_ezoAduuCkUs_0,g,1,121.772921395868,Q2
232,Q2_Iq6g_4AwUWs_0,g,2,121.62619988706999,Q2
233,Q4_3N2G21U7guk_4,G#,2,122.151762783096,Q4
234,Q2_XC_SiJszQx0_1,F,1,121.44974044360501,Q2
235,Q3_0lEL_XHyhuU_1,b,1,121.96335747763099,Q3
236,Q4_vBHoSz8cJIE_1,B,2,121.683779734717,Q4
237,Q3_ii1Jw1-7Ka4_2,c,2,121.668718765843,Q3
238,Q1__8v0MFBZoco_0,e,1,121.111620389356,Q1
239,Q2_48EYLEAgaBc_0,C#,2,121.178185165299,Q2
240,Q4_TcFVq0leii4_0,C,1,121.720944129071,Q4
241,Q1_im4Qxn3GQvo_2,A,1,121.566920565832,Q1
242,Q4_jCLgDtk695I_0,F#,2,122.41636077608801,Q4
243,Q4_OyaY4213c2A_1,D,1,121.81897130225401,Q4
244,Q2_dtS02mrDMsM_1,g,2,121.77183066097601,Q2
245,Q1__kJtgm1OUNA_1,a#,2,122.082806002531,Q1
246,Q4_fShAWhXIits_0,d,1,121.19359685023001,Q4
247,Q3_nBao46YGZDg_0,A,1,120.717846460618,Q3
248,Q4_Hwd6l9jK7bo_0,E,1,121.82842631537201,Q4
249,Q4_jSWItJI-Gmk_0,g,2,121.168594035301,Q4
250,Q1_94ROf10d1iA_3,F#,2,121.49644399701201,Q1
251,Q2_jO2zX6Ul8GM_1,b,1,121.781213761113,Q2
252,Q3_G4rL_OtfFAU_0,a#,2,121.62425096933399,Q3
253,Q4_Y1F0c3zgMJo_1,E,1,121.82105595953199,Q4
254,Q4_aQ4PIaRMLwE_2,a,1,121.095577746077,Q4
255,Q1_9v2WSpn4FCw_10,G#,2,122.13639946219101,Q1
256,Q2_1kny88W533Q_0,a,1,121.92763020288601,Q2
257,Q3_Ie5koh4qvJc_25,G,1,121.01818503215,Q3
258,Q4_VXh4IaR5C6s_0,G,1,121.346974568839,Q4
259,Q1_1Qc15G0ZHIg_1,A,1,121.82987848463199,Q1
260,Q1_yFw_kO7DF-Y_0,F,1,121.75971893378099,Q1
261,Q2_ZTrEoB8T9YA_2,D#,2,122.012842353558,Q2
262,Q2_f2BXXa7lPuE_1,d,1,121.81274586939399,Q2
263,Q2_qlbazHayULg_7,C,1,121.34496949884701,Q2
264,Q1_zHwJG8Rrx6c_0,D#,2,122.407397732616,Q1
265,Q2_1kny88W533Q_2,C,1,121.11576551490299,Q2
266,Q2_S1T3UF1vhSk_2,g#,2,121.954032736833,Q2
267,Q2_DhnX54kOW8U_0,F,1,121.88790560472,Q2
268,Q4_Xf2fox7zhCQ_1,C#,2,121.87912894543699,Q4
269,Q3_zMa78n8ULtE_1,F,1,121.714285714286,Q3
270,Q3_Oku8sIpTMAE_4,A,1,121.653331419755,Q3
271,Q4_gwmVjvR-sVs_2,C,1,123.569879144716,Q4
272,Q4_f2b4kpdw7_c_1,g,2,121.02507062932399,Q4
273,Q2_5CEAeMiXKaA_0,c,2,122.236458940012,Q2
274,Q4_xrhWli_R98g_2,D,1,122.39937516271799,Q4
275,Q4_170KC2CbJ7Y_0,F,1,121.06028531983401,Q4
276,Q4_DX1IK3z1w10_0,C#,2,121.72397021961201,Q4
277,Q3_x4B0raxVODA_0,A#,2,121.583559572494,Q3
278,Q3_vVTP0DOL_2Q_2,c#,2,121.82552888043699,Q3
279,Q4_XPLYvpyfKUM_0,g,1,122.301468384777,Q4
280,Q1_fey-8bOR95E_1,G,1,122.400625162803,Q1
281,Q2_yhIncZ_Ue4E_2,a#,2,121.95088907705299,Q2
282,Q4_1A9Hh2GrDTs_0,a,1,122.005658324266,Q4
283,Q1_s5b8viFsVJE_0,A,1,121.09427689384898,Q1
284,Q3_2eIsQtm4YNs_1,a,1,121.505193702228,Q3
285,Q4_3N2G21U7guk_2,D,1,122.293221857271,Q4
286,Q3_9Xg69XrVaYU_1,a,1,121.825962910128,Q3
287,Q4_vJ77eDxHezE_1,c,2,121.50913735508001,Q4
288,Q2_1Q3MoBFh6eU_1,f,1,122.062021747886,Q2
289,Q2_fuCxYrru2S4_2,d,1,121.507261546513,Q2
290,Q1_4ydjOX3pWds_0,A#,2,122.844268872292,Q1
291,Q3_REq37pDAm3A_1,c,2,122.04527296937401,Q3
292,Q1_Fc1qk52SaKY_1,G#,2,121.587651598677,Q1
293,Q4_9eMxCs-LXCE_1,C,1,122.009156311315,Q4
294,Q3_c6CwY8Gbw0c_0,B,2,121.889066535482,Q3
295,Q3_egYSmNuIFGk_1,c,2,121.84327373094901,Q3
296,Q3_g-yM0Lsp4lc_0,C,1,121.114793758316,Q3
297,Q3_tLmXAWfbGqs_0,G#,2,121.366021403374,Q3
298,Q4_61EA0xRX8gE_2,F#,2,121.81281718399599,Q4
299,Q2_XfA2KXodrOE_0,e,1,121.425522041763,Q2
300,Q4_rW1I58_lMEg_0,G#,2,122.112404877602,Q4
301,Q3_RiQMuhk_SuQ_0,G,1,121.405392216665,Q3
302,Q1_9Yb9OEVwups_0,C,1,122.134321445114,Q1
303,Q4_lvfNo4KOTmM_0,F,1,121.37318592246,Q4
304,Q3_REq37pDAm3A_3,G#,2,121.267570764449,Q3
305,Q1_SlsXsqotUis_0,a,1,121.884893852006,Q1
306,Q3_p2qihp_PnLY_1,e,1,121.67679487646002,Q3
307,Q4_BaHHHgDd0BU_1,F#,2,121.16761687571301,Q4
308,Q2_cm6E860vDjY_1,d,1,122.07810949761001,Q2
309,Q1_im4Qxn3GQvo_0,A,1,121.93988380904301,Q1
310,Q3_JT1XJnVmABo_1,E,2,121.77074126734101,Q3
311,Q4_pkz8OkWhwnk_1,G,1,121.325852395339,Q4
312,Q4_Ury1cdB79s0_1,F,1,121.596784253933,Q4
313,Q3_bfopzItCYrE_0,C,1,122.005483744614,Q3
314,Q4_-_FjI4bT2Wo_1,E,1,121.43600610801201,Q4
315,Q3_qRceKZtwRWA_1,F,1,121.471781276949,Q3
316,Q4_Tjno89OVuRI_0,E,1,121.501857766769,Q4
317,Q2_WQrPcuy50aA_1,g,1,121.883815052533,Q2
318,Q1_J6X3rVU1H-c_1,E,1,121.887055161964,Q1
319,Q1_wnB2cjd6zbE_0,a,1,121.582145922747,Q1
320,Q3_dCoUuknChhE_0,C#,2,121.273491045766,Q3
321,Q2_P-We4q3goKU_4,d,1,121.857240739994,Q2
322,Q1_HY9vPoHbgaI_0,A#,2,121.954115601544,Q1
323,Q1_3N2G21U7guk_6,G#,2,121.532067692922,Q1
324,Q2_ItGNJM6skM4_2,f,2,121.364484320867,Q2
325,Q3_Ie5koh4qvJc_29,G,1,121.17930081383999,Q3
326,Q3_VrWAZLRdQO8_0,b,1,121.216665786555,Q3
327,Q4_2Z9SjI131jA_5,C,1,121.896998888477,Q4
328,Q2_UE0y8MHqT-g_2,c,2,121.66227769561,Q2
329,Q4_v3Nl5rUxLqE_1,C,1,121.476402550383,Q4
330,Q3_ZvD8QSO7NPw_0,g,2,121.082757648386,Q3
331,Q1_5Ju9q1N2x0E_2,D,1,121.058677572026,Q1
332,Q4_kMHiU0fhWVw_3,f#,1,121.960350548796,Q4
333,Q2_16OaOpfOPZ0_3,A,1,122.061837218667,Q2
334,Q1__kJtgm1OUNA_2,a#,2,123.787916152898,Q1
335,Q4_CkjAksZstEA_0,B,2,122.428330522766,Q4
336,Q1_pNwQ9Tu_bCs_2,E,2,121.516987095075,Q1
337,Q2_P-We4q3goKU_5,c,2,121.948414376322,Q2
338,Q1_UOSlDydo94E_1,C,1,122.432689261958,Q1
339,Q4_JxSU49jFKwM_0,A#,2,121.23874297696199,Q4
340,Q1_9v2WSpn4FCw_0,F,1,122.609877661985,Q1
341,Q1_iFgSjUqI7iM_1,C#,2,121.93988380904301,Q1
342,Q3_PXOWy7NiZhk_0,F,1,121.128775445215,Q3
343,Q1_NGE9ynTJABg_2,D,1,122.13531047266001,Q1
344,Q1_eVMSeElk81Q_2,a,1,123.39297548045099,Q1
345,Q3_0wRQRwnQiqY_0,g,2,120.61536817926901,Q3
346,Q3_DYBBfpEx-JI_4,d,1,121.647656166196,Q3
347,Q2__FVzelKlBFs_0,c#,2,122.21378813355801,Q2
348,Q4_3TYeU9idRGI_1,a,1,121.68507277115499,Q4
349,Q3_D3onzY4MNxE_0,E,1,121.638050549216,Q3
350,Q3_UJcnNfeCN1c_0,c,2,122.44806885193701,Q3
351,Q3__S991V8N-8s_0,E,1,121.55539053534099,Q3
352,Q3_2eIsQtm4YNs_0,a,1,122.08308846797199,Q3
353,Q2_z5ewpQwGDNw_1,e,1,122.07801578353998,Q2
354,Q4_lvfNo4KOTmM_1,F,1,121.785147018944,Q4
355,Q3_ii1Jw1-7Ka4_1,c,2,121.50180881921601,Q3
356,Q3_S1T3UF1vhSk_0,g#,2,121.33638815579599,Q3
357,Q3_By3JCii1k3w_2,G,1,121.77074126733999,Q3
358,Q4_YAAxPW1GB7w_1,E,1,121.687664811017,Q4
359,Q4_ADJ_PDauy-g_2,F,1,121.723905723906,Q4
360,Q4_Ie5koh4qvJc_16,g,2,122.51968503937,Q4
361,Q4_UaYYMRkHMYc_1,G#,2,121.234197557317,Q4
362,Q4_Dw7M69CidJ8_0,c,2,122.34694916980801,Q4
363,Q3_G4rL_OtfFAU_1,C#,2,121.113689095128,Q3
364,Q2_o20YCzej5_s_0,A,1,122.003826752479,Q2
365,Q1_1vjy9oMFa8c_2,D#,2,122.022028171486,Q1
366,Q4_vBHoSz8cJIE_0,B,2,121.78576964811701,Q4
367,Q3_c6CwY8Gbw0c_4,B,2,121.758308848781,Q3
368,Q1_Y5JcZQ0xg4Y_3,A#,2,121.338212232096,Q1
369,Q2_snfsc7pEzlk_1,e,1,121.943975700304,Q2
370,Q2_l-4Kce3YxxQ_0,b,1,122.01134875600201,Q2
371,Q1_RaUSISlnhKw_2,C,1,121.780938393755,Q1
372,Q4_cXxGBDgFCs8_2,G#,2,121.992476326372,Q4
373,Q2_jTPXwbDtIpA_2,a,1,121.667330028585,Q2
374,Q3_fnqb8zqHqdY_1,E,1,122.455635491607,Q3
375,Q3_zvWX_dwQPtU_0,a,1,121.33700855940799,Q3
376,Q3_zjr_-ql5Avk_1,G,1,121.298064734218,Q3
377,Q4_XWk5XUEBXmg_1,C,1,121.94907368243,Q4
378,Q1_e8NQ2NH0nc8_1,A#,2,122.22683999420099,Q1
379,Q4_XWk5XUEBXmg_0,d,1,121.958850535623,Q4
380,Q4_FSzOgraSKhs_0,F#,2,122.03425746071001,Q4
381,Q4_3TYeU9idRGI_0,C,1,121.38133637099399,Q4
382,Q2_38i12IPkL5c_1,e,1,121.92956743855,Q2
383,Q3_IH2KrGjKXw0_0,G#,2,121.118473749363,Q3
384,Q1_vv6nrZ2myXw_4,D#,2,121.90570719603001,Q1
385,Q4_vpTguZtJAFA_1,a#,2,122.71730156858101,Q4
386,Q1_UOSlDydo94E_2,F,1,122.597226919175,Q1
387,Q2_jrVXitpLGMk_0,d,1,122.00976971388701,Q2
388,Q3_QJlnTN7HRwE_0,C,1,121.64055824551399,Q3
389,Q2_mlHheZbblT0_0,D#,2,122.59737331604799,Q2
390,Q3_By3JCii1k3w_0,G,1,121.06038291605302,Q3
391,Q4_VCSDjQxAJzc_0,G,1,121.21901536996401,Q4
392,Q1_NGE9ynTJABg_0,D,1,121.77585941113001,Q1
393,Q4_vBHoSz8cJIE_2,B,2,121.98057250924101,Q4
394,Q2_JMt4m608s3k_1,d,1,121.869750456482,Q2
395,Q2_k4lT-sXg3iI_2,D,1,121.661917986079,Q2
